5,3.05,2.61,5,5,1
5,5,5,5,5,5
5,5,5,5,5,5
5,5,5,5,5,5
2.55,5,5,5,5,5
4.8,5,5,5,5,5
2.92,5,5,5,5,5
3.61,5,5,5,5,5
2.06,3.14,3.86,5,5,5
1.34,3.78,5,5,5,5
