3,3,3,3,3,3
3,3,3,3,3,3
3,3,3,3,3,3
3,3,3,3,3,3
3,3,3,3,3,3
3,3,3,3,3,3
3.88,3,3,3.28,3,3
3,3,3,3,3,3
3,3,3,3,3,3
3,3,3,3,3,3.59
